Date,User,Tweet,Tweet_no_http,Translated
2022-07-24 13:38:31+00:00,yunihiro,たまには違う景色が見たいと以前はあちこち遠出したけど、今のこの状況では温泉行くこともままらなくて、ストレス感じている。でも、ネットで旅行している人の動画見てると自分も一緒に出かけてるような気がしていいな！ありがたい。(^Д^)　それにしてもコロナいつ収まるんだろうな・・,たまには違う景色が見たいと以前はあちこち遠出したけど、今のこの状況では温泉行くこともままらなくて、ストレス感じている。でも、ネットで旅行している人の動画見てると自分も一緒に出かけてるような気がしていいな！ありがたい。(^Д^)　それにしてもコロナいつ収まるんだろうな・・,"I used to go out to see different scenery once in a while, but now I can't even go to the hot springs, so I'm feeling stressed. But when I watch videos of people traveling online, I feel like I'm going out with them! appreciated. (^Д^) I wonder when the coronavirus will subside..."
2022-07-24 13:32:51+00:00,yotsuya_tba,"週半、自分は看護疲れで勤務中に看護室へ。
園からコロナ発生の通知出てきた。けど、まだ運動会するつもりなの？","週半、自分は看護疲れで勤務中に看護室へ。
園からコロナ発生の通知出てきた。けど、まだ運動会するつもりなの？","For a week and a half, I went to the nursing room while I was on duty due to nursing fatigue.
A notice of corona outbreak came out from the garden. But are you still going to the sports day?"
2022-07-24 13:32:42+00:00,mayu_smaeighter,エイトさんたちはもちろん、スタッフさんたちもコロナにならないようにすごーく気をつけていたんだろうし、毎日PCR検査を受けていたんじゃないのかな？とてもストレスなことだったと思います。18祭夏、最後まで無事完走おめでとうございます！楽しかった🎵♥️ #18祭 #18祭完走,エイトさんたちはもちろん、スタッフさんたちもコロナにならないようにすごーく気をつけていたんだろうし、毎日PCR検査を受けていたんじゃないのかな？とてもストレスなことだったと思います。18祭夏、最後まで無事完走おめでとうございます！楽しかった🎵♥️ #18祭 #18祭完走,"Eight, of course, and the staff must have been very careful not to get coronavirus, and I wonder if they were taking PCR tests every day? I think it was very stressful. Congratulations on completing the 18th Summer Festival safely to the end! It was fun 🎵♥️ #18 festival #18 festival finished"
2022-07-24 13:32:17+00:00,meechan_810,"喉、耳が痛い😢
まさかコロナじゃないよね😭
一週間忙しくて疲れたからまた帯状疱疹かしら…😞

#耳痛 #喉痛 #コロナ #帯状疱疹 #疲れ","喉、耳が痛い😢
まさかコロナじゃないよね😭
一週間忙しくて疲れたからまた帯状疱疹かしら…😞

#耳痛 #喉痛 #コロナ #帯状疱疹 #疲れ","Throat and ear hurts😢
No way it's not corona 😭
I've been busy for a week and I'm tired, so maybe I'll get shingles again...😞

#Earache #Sore throat #Corona #Herpes zoster #Tired"
2022-07-24 13:31:28+00:00,445_mgmg,コロナ前以来の東京…？2年ぶり…？！まじかよ…めちゃめちゃ楽しかった…て事をなんかにまとめたいけど疲れすぎだから早く寝ましょうね…,コロナ前以来の東京…？2年ぶり…？！まじかよ…めちゃめちゃ楽しかった…て事をなんかにまとめたいけど疲れすぎだから早く寝ましょうね…,"Tokyo since before corona...? After 2 years...? ! Seriously...it was so much fun...I want to sum it all up, but I'm too tired, so let's go to bed early..."
2022-07-24 13:30:19+00:00,Sakkii_fly82,"【コロナ自宅療養記９日目】
・平熱やや高め。喉の奥に引っかかった痰のせいで咳は多め
・努めて体を起こしてる時間を多くする様に意識。でも疲れやすくなったような気が。
・食欲は普通にある。やや下痢気味。スポーツドリンクの飲み過ぎか。

自宅隔離もあと少し🏠はよ外出たい","【コロナ自宅療養記９日目】
・平熱やや高め。喉の奥に引っかかった痰のせいで咳は多め
・努めて体を起こしてる時間を多くする様に意識。でも疲れやすくなったような気が。
・食欲は普通にある。やや下痢気味。スポーツドリンクの飲み過ぎか。

自宅隔離もあと少し🏠はよ外出たい","[Corona Home Recuperation Day 9]
・Slightly high normal temperature. A lot of coughing due to phlegm stuck in the back of the throat
・Consciously try to increase the amount of time you wake up. But I feel like I'm getting tired easily.
・ Appetite is normal. Slightly diarrhea. Are you drinking too many sports drinks?

Home quarantine is just a little bit more 🏠 I want to go out"
2022-07-24 13:30:05+00:00,bon_chuuu,"オプチャでコロナ脳と不毛な闘い
ずーーっと平行線
げっそり疲れた😫
言ってくるのはよく聞くセリフ
「身近で後遺症で苦しんでいる」
「コロナで死んだ人のために治療薬早くできてほしい」
「怖い人はマスクしたい」
「子どもたちは登下校マスク外してるからストレスないはず」
なんかもう疲れた、、","オプチャでコロナ脳と不毛な闘い
ずーーっと平行線
げっそり疲れた😫
言ってくるのはよく聞くセリフ
「身近で後遺症で苦しんでいる」
「コロナで死んだ人のために治療薬早くできてほしい」
「怖い人はマスクしたい」
「子どもたちは登下校マスク外してるからストレスないはず」
なんかもう疲れた、、","Corona brain and barren fight with Opcha
Parallel lines all the way
I'm tired 😫
What you say is a line you often hear
""Suffering from aftereffects close to me""
""I want a cure for the people who died from Corona as soon as possible.""
""Scary people want to wear masks""
""Children should not be stressed because they take off their masks on the way to and from school.""
I'm already tired"
2022-07-24 13:29:39+00:00,shiyno_kfhf,"なんかいつもの生理前より体温高いんだよな…。微熱…。
生理前だからだよね？体だるいのはいつものことだしさぁ。
コロナなのかなんなのか分からない。
この時期に熱は勘弁してよ…。
そして生理早く来いよ…。もう5日遅れてる。ストレスか…？ストレスの心当たりはめちゃめちゃある。","なんかいつもの生理前より体温高いんだよな…。微熱…。
生理前だからだよね？体だるいのはいつものことだしさぁ。
コロナなのかなんなのか分からない。
この時期に熱は勘弁してよ…。
そして生理早く来いよ…。もう5日遅れてる。ストレスか…？ストレスの心当たりはめちゃめちゃある。","My body temperature is higher than usual before my period. Slight fever….
Is it because it's premenstrual? It's always the case that I'm tired.
I don't know if it's corona or what.
Please excuse the heat at this time of year...
And my period should come soon... I'm already 5 days late. Is it stressful...? I have a lot of stress on my mind."
2022-07-24 13:29:35+00:00,tsugumi_sub,ストレスで胃に穴空くか、酒で心壊すかのどっちかのレベルよ。恨むべしは人じゃなくコロナやが,ストレスで胃に穴空くか、酒で心壊すかのどっちかのレベルよ。恨むべしは人じゃなくコロナやが,"It's at the level of either stress making a hole in your stomach or alcohol breaking your heart. Corona should be hated, not people"
2022-07-24 13:26:59+00:00,SATOE_panda,"コロナ日誌　〜7月24日〜
喉の痛みから早一週間。大体保健所とか仕事とか周囲に伝えるとかやるべきことが落ち着きなんにもせず一日終わる（笑）ひたすらYou TubeとTV三昧。せめてコンビニぐらい行きたいなー。ストレス出始めてる😢","コロナ日誌　〜7月24日〜
喉の痛みから早一週間。大体保健所とか仕事とか周囲に伝えるとかやるべきことが落ち着きなんにもせず一日終わる（笑）ひたすらYou TubeとTV三昧。せめてコンビニぐらい行きたいなー。ストレス出始めてる😢","Corona Diary ~July 24th~
It's been a week since the sore throat. Generally, I spend the whole day doing nothing (lol), focusing on YouTube and TV. I want to go to a convenience store at least. I'm starting to get stressed😢"
2022-07-24 13:24:11+00:00,bts1996m,For youthを聴いていて、”If I never met you “って歌詞を改めてみてふと思ったのだけれど、もしバンタンに出逢ってなかったらどうなっていたんだろう。仕事のことでひたすら悩んでストレスを抱えてて、さらにコロナでなかなか友達にも会えなくて、何もかもが不確かで不透明だった頃。そんな時たまたま,For youthを聴いていて、”If I never met you “って歌詞を改めてみてふと思ったのだけれど、もしバンタンに出逢ってなかったらどうなっていたんだろう。仕事のことでひたすら悩んでストレスを抱えてて、さらにコロナでなかなか友達にも会えなくて、何もかもが不確かで不透明だった頃。そんな時たまたま,"When I was listening to For youth, I revisited the lyrics “If I never met you” and suddenly thought, what would have happened if I hadn't met Bangtan. She was worried and stressed about her work, and it was difficult to see her friends because of Corona, so everything was uncertain and unclear. At that time, by chance"
2022-07-24 13:23:55+00:00,mkrn_hinata,"遠征後の練習ほどしんどいものない😇
疲れ溜まるとコロナかかっちゃうしまた美味しいもの食べよ…帰ったらゲームしたいけど寝よ(笑) https://t.co/sHEsNBliya","遠征後の練習ほどしんどいものない😇
疲れ溜まるとコロナかかっちゃうしまた美味しいもの食べよ…帰ったらゲームしたいけど寝よ(笑)  ","There's nothing more exhausting than training after an expedition😇
If you're tired, you'll get coronavirus, and you should eat something delicious again... I want to play games when I get home, but I need to sleep (laughs)"
2022-07-24 13:22:41+00:00,yuzuADHD,"コロナって、感染しなくても世界的にたくさんの影響を振り撒いて、国家も自治体も家庭も個人も全てにストレスと変化をもたらしてるよね。
制限される事はとても苦痛、自然にため息が出てたり、イライラしたり、鬱になったり。
他人に構う余裕すら無い。
平和なあの頃に戻れるのかな？","コロナって、感染しなくても世界的にたくさんの影響を振り撒いて、国家も自治体も家庭も個人も全てにストレスと変化をもたらしてるよね。
制限される事はとても苦痛、自然にため息が出てたり、イライラしたり、鬱になったり。
他人に構う余裕すら無い。
平和なあの頃に戻れるのかな？","Corona spreads a lot of influence around the world even if it is not infected, and it brings stress and changes to all nations, local governments, families, and individuals.
Being restricted is very painful, naturally sighing, irritated, depressed.
I can't even afford to care about others.
Can we go back to those peaceful days?"
2022-07-24 13:22:06+00:00,osmirnoff3,"先週の水曜日に疲れが爆発したので急遽早退して家でごろごろ。モンハン⇒マイクラ⇒MARVEL映画みたいなルーティンしてクーラーきいた部屋でだらけてたら元気なってきた！まだ働けそう🙆‍♀️
コロナが落ち着くまで繁忙期なので引き続き頑張る。","先週の水曜日に疲れが爆発したので急遽早退して家でごろごろ。モンハン⇒マイクラ⇒MARVEL映画みたいなルーティンしてクーラーきいた部屋でだらけてたら元気なってきた！まだ働けそう🙆‍♀️
コロナが落ち着くまで繁忙期なので引き続き頑張る。","Last Wednesday, I was so tired that I left early and stayed at home. Monster Hunter ⇒ Minecraft ⇒ After doing a routine like a MARVEL movie and relaxing in a cooler room, I feel better! I can still work 🙆‍♀️
Until the corona calms down, it's a busy season, so I'll continue to do my best."
2022-07-24 13:21:48+00:00,dachspress_shin,ロードワークしなくなったことに気付きました。何がきっかけかというと多分コロナなんですが、ストレス耐性が無くなってきた気がするので再開します。,ロードワークしなくなったことに気付きました。何がきっかけかというと多分コロナなんですが、ストレス耐性が無くなってきた気がするので再開します。,"I noticed that I stopped doing roadwork. What triggered it is probably the coronavirus, but I feel like my stress tolerance is gone, so I'm going to resume it."
2022-07-24 13:19:43+00:00,mametaroosusume,"#帯状疱疹 は寝不足で精神的ストレスを抱えた時になったことがある。
右足の太ももにできて、立ち上がれないほど痛かった。
新型コロナワクチン接種後、帯状疱疹になる人が多いが、まさに免疫力低下によるものでしょう。","#帯状疱疹 は寝不足で精神的ストレスを抱えた時になったことがある。
右足の太ももにできて、立ち上がれないほど痛かった。
新型コロナワクチン接種後、帯状疱疹になる人が多いが、まさに免疫力低下によるものでしょう。","#Herpes zoster has happened when I had mental stress due to lack of sleep.
I had it on my right thigh, and it hurt so badly that I couldn't even stand up.
Many people get shingles after being vaccinated against the new coronavirus, but this is probably due to a weakened immune system."
2022-07-24 13:17:16+00:00,ka78499781,"コロナやばいな…😑
本当過ごしにくいコロナストレス😑
8月夫婦2人で外食とか久しぶりに
どこか遊びに行きたいけど
さすがに考えるな…
小さい子供達に変な菌持って帰りたくないしな…","コロナやばいな…😑
本当過ごしにくいコロナストレス😑
8月夫婦2人で外食とか久しぶりに
どこか遊びに行きたいけど
さすがに考えるな…
小さい子供達に変な菌持って帰りたくないしな…","Corona is dangerous...😑
Corona stress that is really hard to spend 😑
Eating out with two couples in August for the first time in a while
I want to go somewhere
I really don't think...
I don't want small children to bring home strange germs..."
2022-07-24 13:17:05+00:00,gyu___n,Uberや出前館で出来るだけ体に悪そうな美味しそうな物を選んで注文する直前まで行ってしっかり食べる想像までしてからやめてきちんと自炊して和食を食うと、ストレスたまるどころか見えない何かに勝った気がしてめちゃくちゃ気分が良いので倹約家であり健康志向の元気なコロナ感染者にはおすすめです。 https://t.co/eDgq32z0dq,Uberや出前館で出来るだけ体に悪そうな美味しそうな物を選んで注文する直前まで行ってしっかり食べる想像までしてからやめてきちんと自炊して和食を食うと、ストレスたまるどころか見えない何かに勝った気がしてめちゃくちゃ気分が良いので倹約家であり健康志向の元気なコロナ感染者にはおすすめです。  ,"If you go to Uber or a delivery hall and choose something that looks delicious and looks bad for your health, go right up to the point of ordering, imagine eating it properly, and then stop and cook properly and eat Japanese food. I feel like I won and I feel so good, so I recommend it to those who are thrifty and health-oriented and healthy corona infected people."
2022-07-24 13:17:02+00:00,tomoshirangana,始めて山で敗退。登っている間にいつものように体力に余裕がない。疲れが早い。新型コロナ感染で予定していたトレーニングを十分にできてない。大丈夫！より、大丈夫かな?いけるかな?悩んで悩んで。でもこれ以上続けたらどっかで行動不能や滑落する可能性があるかも。そう感じた時に自分で敗退を決める https://t.co/aFPqnbCwRs,始めて山で敗退。登っている間にいつものように体力に余裕がない。疲れが早い。新型コロナ感染で予定していたトレーニングを十分にできてない。大丈夫！より、大丈夫かな?いけるかな?悩んで悩んで。でもこれ以上続けたらどっかで行動不能や滑落する可能性があるかも。そう感じた時に自分で敗退を決める  ,"Lost in mountains for the first time. I don't have enough energy as usual while climbing. Tired quickly. I haven't been able to do enough training that I planned due to the new corona infection. are you OK! Is it okay? Can I go? Worry and worry. But if it continues any longer, it may be impossible to move or slip down somewhere. When I feel that way, I decide to lose myself"
2022-07-24 13:16:22+00:00,gghiroyuki2010,"熱戦の決勝・鹿実―大島 場外も熱かった　応援の長い列、コロナ対策で開始前に入場終わらず　県大会初の外野席開放　高校野球鹿児島大会（南日本新聞） - Yahoo!ニュース
https://t.co/ipKZyTy5Yt
私よりも姉の方が応援疲れをしていたな。まあ、姉の母校だから、そうなるよね。","熱戦の決勝・鹿実―大島 場外も熱かった　応援の長い列、コロナ対策で開始前に入場終わらず　県大会初の外野席開放　高校野球鹿児島大会（南日本新聞） - Yahoo!ニュース
 
私よりも姉の方が応援疲れをしていたな。まあ、姉の母校だから、そうなるよね。","Fierce finals: Kanomi-Oshima The outside of the stadium was also hot Long lines of cheering, corona countermeasures prevented entry before start High school baseball Kagoshima tournament (Minami-Nippon Shimbun) - Yahoo! News
 
My sister was more tired of cheering than I was. Well, it's my sister's alma mater, so that's how it is."
2022-07-24 13:14:19+00:00,atelier_ant01,"家についたらドッと疲れが…

今回のワンフェスでの私のお客様は
8割がフォロワーさんや事前に下調べしていた方で
残りがたまたま見かけた方のようでした。
立地やコロナの影響もあるでしょうが、一期一会の出会いで手に取って貰えるような戦略も考えていきたいです。
今後はオンラインも視野に… https://t.co/uUhI4e844C","家についたらドッと疲れが…

今回のワンフェスでの私のお客様は
8割がフォロワーさんや事前に下調べしていた方で
残りがたまたま見かけた方のようでした。
立地やコロナの影響もあるでしょうが、一期一会の出会いで手に取って貰えるような戦略も考えていきたいです。
今後はオンラインも視野に…  ","When I got home, I was so tired...

My customer at this Wonder Festival is
80% are followers and those who have done homework in advance
The rest seemed to be random people.
The location and the impact of COVID-19 may have something to do with it, but I would also like to think about strategies that will make it possible for people to get their hands on this once-in-a-lifetime encounter.
Looking ahead to online..."
2022-07-24 13:13:48+00:00,5BQDzDFTxbo8F1C,"日曜日の夜も  #赤星633 からで  #家呑み  #晩酌 始めまーす♪♪🍺😋👍  #ぷしゅー

つまみはやっこ、イカ焼き、キムチ竹輪、ハムオニオンサラダです。
今夜も呑んで、また1週間、コロナに感染する事なく仕事を頑張りますか？👊😜 きっとストレス溜まると思うけど....
 #ツイッター晩酌部 
 #乾杯🍻 https://t.co/w4y3P4kvcX","日曜日の夜も  #赤星633 からで  #家呑み  #晩酌 始めまーす♪♪🍺😋👍  #ぷしゅー

つまみはやっこ、イカ焼き、キムチ竹輪、ハムオニオンサラダです。
今夜も呑んで、また1週間、コロナに感染する事なく仕事を頑張りますか？👊😜 きっとストレス溜まると思うけど....
 #ツイッター晩酌部 
 #乾杯🍻  ","On Sunday night, I'm going to start #home drinking #drinking from #akaboshi 633 ♪♪🍺😋👍 #プシュー

Snacks are yakko, grilled squid, kimchi chikuwa, and ham onion salad.
Do you want to drink tonight and work hard for another week without being infected with corona? 👊😜 I'm sure it will be stressful...
 #Twitter
 #cheers🍻"
2022-07-24 13:13:37+00:00,reikojustfunky,家に帰って来た…もう暑さとマスクとコロナの精神的なストレスで疲れた…人出はこの田舎でももう普通だねぇ💦いつコロナになってもおかしくないかも…。YouTubeを見れてなくて、たんまり新着動画が溜まってます（笑）😅,家に帰って来た…もう暑さとマスクとコロナの精神的なストレスで疲れた…人出はこの田舎でももう普通だねぇ💦いつコロナになってもおかしくないかも…。YouTubeを見れてなくて、たんまり新着動画が溜まってます（笑）😅,"I'm back home... I'm already tired from the heat, the mask, and the mental stress of the coronavirus... The crowds are normal even in this countryside 💦 It wouldn't be strange if it became corona at any time... I haven't been able to watch YouTube, so I have a lot of new videos (laughs)😅"
2022-07-24 13:12:56+00:00,sou_N28,何か旦那はコロナ禍だからって自粛ばかりしてたら機会損失が大きすぎる論者だから結構ﾑｽﾒと出掛けてくれてたんだけど、実際罹患すると10日間出勤できない(給料は保障されているけれども)、外出出来ないストレス、後遺症への恐怖を天秤にかけるとどっちが損失大きいのかって話になりますよね,何か旦那はコロナ禍だからって自粛ばかりしてたら機会損失が大きすぎる論者だから結構ﾑｽﾒと出掛けてくれてたんだけど、実際罹患すると10日間出勤できない(給料は保障されているけれども)、外出出来ないストレス、後遺症への恐怖を天秤にかけるとどっちが損失大きいのかって話になりますよね,"For some reason, my husband was a controversialist who would lose too much opportunity if he kept refraining from doing anything because of the corona sickness, so he went out quite a bit, but when he actually got sick, he couldn't go to work for 10 days (although his salary was guaranteed), so he couldn't go out. If you weigh the stress and the fear of the aftereffects on the balance, it will be a story of which loss is greater."
2022-07-24 13:10:07+00:00,pwnhw,"イヤイヤ絶頂期(5月)から疲れが取れないまま6-7月が過ぎていく中で、コロナ休園が始まりそうでほんとにやばい。
仕事に全然身が入らないんだが、このまま未達が続いて、わたし大丈夫なんだろうか…涙。","イヤイヤ絶頂期(5月)から疲れが取れないまま6-7月が過ぎていく中で、コロナ休園が始まりそうでほんとにやばい。
仕事に全然身が入らないんだが、このまま未達が続いて、わたし大丈夫なんだろうか…涙。","As June and July passed by without getting tired from the peak of the year (May), it's really dangerous that the corona holiday is about to start.
I can't get into my work at all, but I wonder if I'm okay because I'm still unsatisfactory... Tears."
2022-07-24 13:08:21+00:00,LOuaQRnh69yt5JB,同居人が今日何もしてないのに疲れがひどいって言って21時に寝ちゃったんだけど、この程度じゃコロナ検査しなくて大丈夫かな？一応したほうがいいのかわからん🤔,同居人が今日何もしてないのに疲れがひどいって言って21時に寝ちゃったんだけど、この程度じゃコロナ検査しなくて大丈夫かな？一応したほうがいいのかわからん🤔,"My roommate didn't do anything today, but he said he was so tired that he fell asleep at 21:00. I don't know if it's better to just in case 🤔"
2022-07-24 13:08:06+00:00,ma_saUW,"なんか胃もたれするw
完全にコロナストレスだ","なんか胃もたれするw
完全にコロナストレスだ","I feel heavy on my stomach w
It's all corona stress"
2022-07-24 13:02:42+00:00,aya29nutn57,"わたくし体力ない人なもんで、昨日の疲れがまだ取れず体痛いしもう眠い(  ¯꒳​¯ )ᐝ
明日から4日間は仕事詰まってるけど、コロナでなんやかんやキャンセルなりそうでビクビクしよるわ(›´ω`‹ )
はよ寝よー","わたくし体力ない人なもんで、昨日の疲れがまだ取れず体痛いしもう眠い(  ¯꒳​¯ )ᐝ
明日から4日間は仕事詰まってるけど、コロナでなんやかんやキャンセルなりそうでビクビクしよるわ(›´ω`‹ )
はよ寝よー","I'm a physically weak person, and I still can't get rid of yesterday's fatigue.
I have a lot of work to do for the next 4 days starting tomorrow, but I'm freaking out because it's going to be canceled due to the coronavirus (›´ω`‹ )
hi sleep"
2022-07-24 13:02:37+00:00,atoriai,"ストレスなのか仕事の疲労なのかこの1週間ずっと微熱続きでしんど
検査したら陰性だったからそこは安心なんだけどコロナの影響で仕事が忙しくてこの体調不良なのでもうコロナまじで勘弁してほしい","ストレスなのか仕事の疲労なのかこの1週間ずっと微熱続きでしんど
検査したら陰性だったからそこは安心なんだけどコロナの影響で仕事が忙しくてこの体調不良なのでもうコロナまじで勘弁してほしい","Is it stress or fatigue from work?
When I tested it, it was negative, so I'm relieved, but I'm busy with work due to the influence of Corona, and I'm not feeling well, so I want you to give me a break from Corona seriously."
2022-07-24 13:00:19+00:00,niizato,"東京帰還完了。
コロナ以降、イベント現場の仕事は皆無だったこともあり、久しぶりに心地よい疲れを感じています。

明日はスイッチを入れ替えます。","東京帰還完了。
コロナ以降、イベント現場の仕事は皆無だったこともあり、久しぶりに心地よい疲れを感じています。

明日はスイッチを入れ替えます。","Completed return to Tokyo.
I haven't had any work at the event site since Corona, so I feel comfortable tired after a long time.

I will replace the switch tomorrow."
2022-07-24 12:58:02+00:00,miemo_rad,とりあえず寝るか土曜日友達と会う予定だけどコロナも疲れもあるし延期かなー。延期させてもらおうかなー…,とりあえず寝るか土曜日友達と会う予定だけどコロナも疲れもあるし延期かなー。延期させてもらおうかなー…,"For now, I plan to sleep or meet with my friends on Saturday, but I'm tired of the coronavirus, so I guess I'll postpone it. May I postpone it?"
2022-07-24 12:56:39+00:00,YukkuriOsusi,"あああアあ！もう嫌！
コロナ始まってから旅行も行けてないし課題にテストダルいし単位終わってるしストレスは溢れるし
何もかもをやめて避暑地にキャンプ行きたい","あああアあ！もう嫌！
コロナ始まってから旅行も行けてないし課題にテストダルいし単位終わってるしストレスは溢れるし
何もかもをやめて避暑地にキャンプ行きたい","Ahhh! I'm sick of it!
I haven't been able to go on a trip since the corona started, and I have to take tests for my assignments, and my credits are over, so I'm full of stress.
I want to quit everything and go camping to a summer resort"
2022-07-24 12:56:36+00:00,nominomi1225,"2019年のデレマスのナゴド以来、約二年九ヶ月ぶりにライブへ行ってきた。
コロナ禍で声を出せないライブは初めてだし、７月に入ってからいろいろあったし気持ちがノるか自分でも心配だったけど、年甲斐もなく全力で腕を振り上げ、飛び跳ねて、今は心地よい疲れに包まれてる…","2019年のデレマスのナゴド以来、約二年九ヶ月ぶりにライブへ行ってきた。
コロナ禍で声を出せないライブは初めてだし、７月に入ってからいろいろあったし気持ちがノるか自分でも心配だったけど、年甲斐もなく全力で腕を振り上げ、飛び跳ねて、今は心地よい疲れに包まれてる…","I went to a live show for the first time in about 2 years and 9 months since Deremas's Nagodo in 2019.
It's the first time I've been to a live where I can't speak out because of the coronavirus pandemic, and since the beginning of July, I've had a lot going on, and I was worried about whether or not I'd be feeling well, but despite my age, I raised my arms with all my might, jumped up and down, and now I feel comfortable. I'm wrapped up in fatigue..."
2022-07-24 12:56:05+00:00,nurse_yameko,わたしもギリギリで保ってるけどこの2年間でメンタルやばい時は何度もあったよ。コロナは災害だって認識が甘くて、患者さんのために何もできてない、患者さん救うことができないって嘆いて毎日泣いてた。とにかく明日に命を繋がないといけない、ギリギリの日々だったからストレスフルだったよ。,わたしもギリギリで保ってるけどこの2年間でメンタルやばい時は何度もあったよ。コロナは災害だって認識が甘くて、患者さんのために何もできてない、患者さん救うことができないって嘆いて毎日泣いてた。とにかく明日に命を繋がないといけない、ギリギリの日々だったからストレスフルだったよ。,"I'm keeping it to the last minute, but in the last two years, there have been many times when I'm mentally unwell. Corona is a disaster, but her perception is sweet, she laments that she can't do anything for patients, she can't save patients, and she cries every day. Anyway, I have to connect my life tomorrow, so it was stressful because it was a last-minute day."
2022-07-24 12:55:52+00:00,seashore_8,"暑さが続き、疲れが抜け難くなっているのに、猫にも母にも甘えられているので、時々は扉を閉めてプチ無視してしまう😂
こんな調子で、コロナワクチン打って私がダウンしたら皆が困るよね😭

やっぱり涼しくなるまで打てないかな","暑さが続き、疲れが抜け難くなっているのに、猫にも母にも甘えられているので、時々は扉を閉めてプチ無視してしまう😂
こんな調子で、コロナワクチン打って私がダウンしたら皆が困るよね😭

やっぱり涼しくなるまで打てないかな","Even though the heat continues and it's getting harder to get rid of my fatigue, my cat and my mother take care of me, so sometimes I close the door and ignore them 😂
At this rate, everyone will be in trouble if I go down with the corona vaccine 😭

I wonder if I can hit it until it cools down"
2022-07-24 12:55:44+00:00,kei0126yasu0127,"うぅ～久々左の耳下腺が盛大に腫れた🤕
ストレスと疲れは良くないと実感…
相変わらず熱は出ないのね🤣
コロナワクチンの副反応では2回目、3回目と38℃後半まで出たのに…
不思議な体だわ…
体は高熱の時のだるさと変わらないからしんどすぎる😰","うぅ～久々左の耳下腺が盛大に腫れた🤕
ストレスと疲れは良くないと実感…
相変わらず熱は出ないのね🤣
コロナワクチンの副反応では2回目、3回目と38℃後半まで出たのに…
不思議な体だわ…
体は高熱の時のだるさと変わらないからしんどすぎる😰","Uuu~ After a long time, my left parotid gland was swollen greatly🤕
Realize that stress and fatigue are not good...
Still no heat 🤣
In the side effects of the corona vaccine, the second and third times were up to the latter half of 38 ℃...
A strange body...
My body is just as tired as when I have a high fever, so it's too hard😰"
2022-07-24 12:55:16+00:00,yura_greycube,食事がストレス解消のかなり大きなウエイト占めてる人間としては本当にコロナの味覚障害が怖いんだよ。。。,食事がストレス解消のかなり大きなウエイト占めてる人間としては本当にコロナの味覚障害が怖いんだよ。。。,"As someone for whom food plays a huge part in relieving stress, I'm really scared of corona's taste disorders. . ."
2022-07-24 12:52:15+00:00,ma3y_primrose,"やはりコロナ陽性でした。
しばらく仕事も忙しくてほぼ毎日残業だったし疲れが出てしまったのかもしれないなと、休めと言われてるんだと思うことにしました。仕方ない。","やはりコロナ陽性でした。
しばらく仕事も忙しくてほぼ毎日残業だったし疲れが出てしまったのかもしれないなと、休めと言われてるんだと思うことにしました。仕方ない。","As expected, it was corona positive.
I've been busy with work for a while, and I've been working overtime almost every day. it can not be helped."
2022-07-24 12:51:12+00:00,xxxkhx_st,日々のストレスよりコロナで舞台無くならないかと戦ってるんだけど🦾😶‍🌫️,日々のストレスよりコロナで舞台無くならないかと戦ってるんだけど🦾😶‍🌫️,I'm fighting not to lose the stage due to corona rather than daily stress🦾😶‍🌫️
2022-07-24 12:49:37+00:00,tak_racing,"いやぁここ最近脱水症とか疲れが溜まりまくってますた。
暑いから今年こそナイトプールに行く予定だったのに

コロナめ…_:(´ཀ`」 ∠):","いやぁここ最近脱水症とか疲れが溜まりまくってますた。
暑いから今年こそナイトプールに行く予定だったのに

コロナめ…_:(´ཀ`」 ∠):","Well, I've been getting dehydrated and tired lately.
I was planning to go to the night pool this year because it's hot

Corona..._:(´ཀ`” ∠):"
2022-07-24 12:49:00+00:00,mskz17729,コロナで自宅待機になった場合、1週間以上も家族全員で家にいるかと思うと、ストレスで禿げ上がりそう。コロナ気をつけよう！！,コロナで自宅待機になった場合、1週間以上も家族全員で家にいるかと思うと、ストレスで禿げ上がりそう。コロナ気をつけよう！！,"If you are stuck at home due to the coronavirus, the thought of staying at home with your whole family for more than a week is likely to make you go bald from the stress. Be careful of Corona! !"
2022-07-24 12:46:25+00:00,usiiiiii__jima,"まって、ほんまやばい。コロナとか言うなよ？バイト疲れにして。
次コロナかかったら家追い出されるねんて。まじ本気で。かんべしてくれ。","まって、ほんまやばい。コロナとか言うなよ？バイト疲れにして。
次コロナかかったら家追い出されるねんて。まじ本気で。かんべしてくれ。","Wait, this is really dangerous. Don't you say Corona? I'm tired of my part-time job.
If I get the next coronavirus, I'll be kicked out of my house. Seriously. Please give it a try."
